,smiles,xyz_file
25297,CC(=O)COCCO,molecule_108752
25298,N#CC(C#N)=C1CCCN1,molecule_246169
25299,C/C=C/C1(O)CCCC1,molecule_246544
25300,COC(=O)CC1=COCC1,molecule_221068
25301,C#C[C@H](C)CCO,molecule_285006
25302,CC1=C[C@H](C(C)C)CC1,molecule_193564
25303,Cc1cc(C=O)ncc1O,molecule_285927
25304,CC(C)OC1CC(O)C1,molecule_239229
25305,CC[C@H](C)OC(=O)COC,molecule_152574
25306,COc1cc(=O)cco1,molecule_189356
25307,OCCCn1cncn1,molecule_165973
25308,CO[C@@H]1C=CC(=O)N1,molecule_99145
25309,C=CCOC(=C)C#N,molecule_254383
25310,CC(C)[C@H]1C[C@@H](C)OC1=O,molecule_76972
25311,CON(C)C(=O)C1=CCC1,molecule_235617
25312,C[C@@H]1C(=O)OO[C@]1(C)OO,molecule_249195
25313,CCc1noc(N)c1C,molecule_196436
25314,C/C=C(/C)CCC=C(C)C,molecule_244616
25315,C=CCOC(=O)[C@H](C)N,molecule_79960
25316,CCC[C@@H]1C=C(C)C(=O)O1,molecule_253282
25317,CC(=O)C[C@@H]1COC(=O)C1,molecule_255603
25318,C=CCOCCC(=O)O,molecule_82750
25319,CCO/C(=N\C#N)NOC,molecule_157631
25320,CCOC(=O)CC(=O)CO,molecule_166497
25321,CCC[C@@H]1C[C@H](C)OC1=O,molecule_252056
25322,OC[C@H]1C[C@H]1CO,molecule_188384
25323,c1cc2c(o1)CCC2,molecule_254235
25324,C=CCN(CC=C)C(C)=O,molecule_246576
25325,CNn1c(=O)[nH]n(C)c1=O,molecule_123282
25326,C#Cc1cccnc1N,molecule_285382
25327,C[C@H](C=O)c1ccco1,molecule_256324
25328,CC[C@](C)(O)CC(C)(C)C,molecule_124237
25329,CNCCCN1CCC1,molecule_220563
25330,C1=COCC=C/N=C\1,molecule_243050
25331,CNC(C)(C)/C(C)=N/O,molecule_285696
25332,CCN(CC)CCCNC,molecule_47012
25333,C/C(=N\C1CC1)N(C)C,molecule_195921
25334,CC1(C#N)COC1,molecule_198987
25335,N=N/C=N/N,molecule_243187
25336,CCC[C@H](C)C=O,molecule_5398
25337,CC(C)C[C@H](C)C#N,molecule_40743
25338,C[C@H]1NCCN[C@H]1C,molecule_165956
25339,CNc1cc(C2CC2)[nH]n1,molecule_235689
25340,NN1CCN(N)CC1,molecule_242671
25341,CC(=O)C1CCC(O)CC1,molecule_248111
25342,CC(=O)C/C=C/CO,molecule_161526
25343,CCn1nc(C)cc1NN,molecule_241910
25344,c1cnn(CC2CC2)c1,molecule_235453
25345,C=C(C)[C@H](CC)CCCC,molecule_248984
25346,Cc1cc(=O)c(O)cn1N,molecule_285735
25347,CC#CCN,molecule_109132
25348,C/C=C/CC1CCCCC1,molecule_246374
25349,C=COC(C)(C)C(=C)C,molecule_169380
25350,C#CC#CCCO,molecule_285649
25351,O=C=NCCOCCO,molecule_162128
25352,C=C1[C@H](C)[C@@H]1C(C)=O,molecule_197237
25353,CC(C)O[C@@H]1CCCCO1,molecule_244362
25354,C/C=C(\C)C/C(C)=C/C,molecule_247054
25355,CC1=CC(C)(C)C=CC1=O,molecule_251711
25356,CC1=CC(=O)CCC1,molecule_21368
25357,CCc1oc(=O)ccc1C,molecule_140540
25358,COC(=O)NC[C@H](C)O,molecule_174585
25359,COCCNc1ncn[nH]1,molecule_212066
25360,N[C@@H]1C=NC=CC1=O,molecule_246602
25361,C[C@@H]1CC=NN1C(N)=O,molecule_253326
25362,O=C(O)C=C1CCNCC1,molecule_245714
25363,COc1ccc(C=N)cc1,molecule_112736
25364,Cc1ncoc1CN,molecule_209960
25365,C=CCC(C#N)CC=C,molecule_159446
25366,CCO[C@@H]1CCO1,molecule_255056
25367,CC(C)CCCC(C)(C)N,molecule_96098
25368,CCCCCCOCOC,molecule_147386
25369,CC(C)(C#N)CC(=O)O,molecule_178715
25370,N[C@H](CO)[C@H](O)CO,molecule_254960
25371,COC1=N[C@H](C)C=NN1,molecule_252452
25372,C[C@@H]1CC[C@@H](C(=O)O)[C@H]1N,molecule_211143
25373,CCCC[C@@H]1CCCO1,molecule_243826
25374,C[C@@H]1CNNC(=O)C1,molecule_253348
25375,C[C@@H]1OC(N)=C(C#N)[C@@H]1C,molecule_254201
25376,CCOC(=O)NNC,molecule_88345
25377,CCC[C@H](C#N)OC,molecule_177859
25378,C1=C[C@H]2C[C@H]2C=CC1,molecule_245185
25379,OCCOCCO,molecule_1271
25380,CCCC#CCCC,molecule_25986
25381,CNC(=O)C(C)(C)N,molecule_166125
25382,N#C[C@H](N)CCC(=O)O,molecule_247806
25383,C#Cc1ccccc1CC,molecule_285544
25384,CN(C=O)N(C)C=O,molecule_68678
25385,CC(C)CCC(C)(C)C,molecule_245077
25386,CCN1C(=O)CC=C1C,molecule_179214
25387,C=CCONC,molecule_257240
25388,NC1(O)CCCC1,molecule_257087
25389,O=c1nc2ccccn2o1,molecule_246234
25390,CONc1ccccc1,molecule_96626
25391,O[C@@H]1CCN[C@H](O)N1,molecule_247020
25392,NC1(c2ccccc2)CC1,molecule_243220
25393,CCCc1c[nH]c(=O)[nH]1,molecule_179160
25394,C=C1CC[C@@H]2CCCC[C@H]12,molecule_252915
25395,CCCCc1ccc[nH]1,molecule_22979
25396,CCN(CC1CC1)C(=N)N,molecule_237199
25397,CC[C@H](C)N(C)CC,molecule_255751
25398,NCC(=O)CCO,molecule_167702
25399,O=C(O)Cn1cccc1,molecule_27374
25400,CCC1=C(C)C[C@H](O)C1,molecule_203603
25401,CC1=C2CCC[C@@H]2OC1=O,molecule_253980
25402,COc1cnc(OC)cn1,molecule_186500
25403,COCO[C@H](C)C=O,molecule_169321
25404,Cc1ncc(O)cc1N,molecule_286080
25405,C1=C[C@@H]2C=CCC[C@@H]2C=C1,molecule_253552
25406,CC[C@@H](O)COC,molecule_289629
25407,C#COCCCC,molecule_244983
25408,COCCC1(C=O)CCC1,molecule_238212
25409,NCC/C=C/C(=O)O,molecule_151736
25410,C[C@@H]1O[C@@H]1C#CC(C)(C)O,molecule_249818
25411,C=CCC(=O)O,molecule_12522
25412,CCOC1=CC=CC1,molecule_172664
25413,CCCC#CC#N,molecule_252153
25414,NN1CCNC1=O,molecule_252121
25415,C=CCC(CN)CN,molecule_191375
25416,O=C1C[C@H](C(=O)O)CN1,molecule_247039
25417,C[C@@H]1/C=C\CCCCC1,molecule_247510
25418,CCOc1nnccc1C,molecule_230141
25419,CN1CC(N(C)C)C1,molecule_220584
25420,CN(C)C[C@H](CN)N(C)C,molecule_52843
25421,CCCCc1nnc(C)o1,molecule_201724
25422,COC(=O)C1(CO)CC1,molecule_168514
25423,Cc1cnc(N)cc1C#N,molecule_226766
25424,CCN(C)C1CCCCC1,molecule_128446
25425,C#C/C=C/CCCC,molecule_252205
25426,C1=CN=C2N=CN=C2C1,molecule_284456
25427,CN(C)C(=N)CC#N,molecule_121881
25428,N#CCCON,molecule_45085
25429,C[C@@H]1CC[C@H](N)C1,molecule_252861
25430,C1=C[C@@H]2C=CC[C@H](C=C1)C2,molecule_254432
25431,C=CCNC(N)=O,molecule_9887
25432,CCc1noc(C)c1N,molecule_208423
25433,C=C(C)C[C@](C)(O)CC,molecule_244164
25434,NC/C=C/CNCCCN,molecule_149653
25435,C=CC[C@H](C#N)CC,molecule_244804
25436,C=CC1=C[C@H](O)OC1=O,molecule_245194
25437,O=C(O)[C@@H]1C[C@@H]1C(=O)O,molecule_14124
25438,O=C1CCCN1C[C@@H]1CO1,molecule_248472
25439,CCCC1CCNCC1,molecule_67803
25440,CCO[C@]1(C)C=CC(=O)O1,molecule_244756
25441,C#CCC(OCC)OCC,molecule_284156
25442,CN(C=O)CCCO,molecule_23486
25443,CCOC1=NCC(=O)O1,molecule_190836
25444,O[C@@H]1CC[C@@H]2C[C@@H]2C1,molecule_251942
25445,CCC/C=C/CCC#N,molecule_252308
25446,CC1(C)N=N[C@]2(C)O[C@H]12,molecule_253304
25447,C[C@@H]1CCC[C@]1(C)N,molecule_171722
25448,O=C1CCN=C2NCCN12,molecule_248067
25449,C[C@H](CO)N1CCCC1,molecule_253108
25450,CC1(C)[C@@H](N)[C@@H]1N,molecule_216108
25451,CC1(C)NCC[C@@H]1O,molecule_236177
25452,CCCOCC(=O)OC,molecule_72970
25453,CCC1=CCCC1,molecule_26998
25454,C1CC[C@@H]2CCC[C@H](C1)N2,molecule_242981
25455,COC1=NCC[C@H](C)CC1,molecule_251906
25456,C[C@@H]1CCC[C@H]1C=O,molecule_78364
25457,COCCN[C@H](C)COC,molecule_226519
25458,COC(=O)CC[C@H](C)C=O,molecule_108053
25459,CCOC(=N)C1CCC1,molecule_164792
25460,C#CC(C)(C)NC(C)(C)C,molecule_283616
25461,CO[C@H](O)C(=O)N(C)C,molecule_136970
25462,C[C@H](O)CNCC(=O)O,molecule_184440
25463,CC1=N[C@H](C)N(C)O1,molecule_212872
25464,CCOC(=N)CCCO,molecule_222156
25465,COC(=O)C1=NNC(=O)C1,molecule_163519
25466,Cn1cc2c(c1)CNCC2,molecule_256824
25467,CCC(=O)C1C=CC=C1,molecule_218453
25468,C=COCCCCC(C)C,molecule_112159
25469,CC(C)c1cc(CO)[nH]n1,molecule_211340
25470,C#CCCOCCN,molecule_285866
25471,CC(C)(C)C1=CCNCC1,molecule_254525
25472,CCC1CCC(C=O)CC1,molecule_198748
25473,Cc1ccn(N)c1,molecule_229194
25474,CC(=O)Nc1noc(C)n1,molecule_254000
25475,CCN1CCC[C@@H]1CNC,molecule_254393
25476,C#CC(=O)CC(C)=O,molecule_285708
25477,Cc1noc(CC#N)n1,molecule_231664
25478,C/C=C/C=N/N(C)C,molecule_255724
25479,Cc1cnc(C(C)(C)C)[nH]1,molecule_221321
25480,COCc1ncc(C)[nH]1,molecule_189034
25481,COc1cc(C(=O)O)[nH]n1,molecule_221602
25482,C=CC1=CC(=O)C=CC1=O,molecule_252798
25483,CN(C)[C@H](CO)C(C)(C)C,molecule_202152
25484,N[C@@H]1CC[C@@H]2C[C@@H]2C1,molecule_257427
25485,CCC[C@H](C)CC=O,molecule_248865
25486,C=C(CC)CCC(=O)OC,molecule_157552
25487,C[C@H](N)CCN(C)C,molecule_61339
25488,CCCc1cncc(N)n1,molecule_221131
25489,Cc1ccccc1NC#N,molecule_60786
25490,OC1C=CC=CC=C1,molecule_75706
25491,C#CC(=O)c1ccc(C)o1,molecule_284974
25492,COC(=O)C1=CCCCC1,molecule_74347
25493,CNCCCCCNC,molecule_45572
25494,C#CC[C@H](O)CCCC,molecule_117287
25495,CC1=C(C)C1CO,molecule_250941
25496,CN(N)c1ncccc1N,molecule_94921
25497,C#C[C@]1(C)COC(C)(C)O1,molecule_285294
25498,CCC1CCC(=NO)CC1,molecule_284283
25499,C#C/C=C/OC,molecule_244734
25500,O=C1C[C@H](CCO)CN1,molecule_234504
25501,C=C/C=C/COC(C)=O,molecule_86563
25502,O=C(O)[C@@H]1CCCNO1,molecule_254059
25503,C=C[C@H](C)[C@H](O)C(=O)O,molecule_182831
25504,O=CNCCCCO,molecule_199591
25505,COC[C@H](N)C(C)C,molecule_255493
25506,O=C(O)C[C@@H]1OCOC1=O,molecule_254717
25507,Cn1ncc2ccccc21,molecule_247610
25508,COCCN1CC1,molecule_68826
25509,Cc1cnc2n1CCCC2,molecule_131287
25510,CCC[C@H](C)[C@H](O)C(C)C,molecule_248915
25511,Cc1ncnc2nc[nH]c12,molecule_244385
25512,CC/C=C/C=C/OC(C)=O,molecule_255949
25513,NCc1ccc(C=O)o1,molecule_218211
25514,CCN1CCC=C(C)C1,molecule_47583
25515,CNc1ccc(C)nc1N,molecule_197090
25516,CCC[C@H](O)CC(C)(C)C,molecule_255865
25517,COC(=O)[C@@H]1CN1,molecule_50149
25518,C=C(C)[C@@H]1CCC(=O)C1,molecule_98542
25519,C[C@H](O)C(C)(C)OO,molecule_254418
25520,COO[C@H](O)C(C)C,molecule_91764
25521,Cc1cccc(CON)c1,molecule_47504
25522,N[C@H](C[C@H](O)CO)C(=O)O,molecule_248586
25523,CNC1(C)CCN(C)CC1,molecule_235602
25524,Cc1c[nH]c(CO)cc1=O,molecule_239361
25525,CCC/C=C/C(N)=O,molecule_15878
25526,CN(CCCN)C(C)(C)C,molecule_91411
25527,CC(=O)COCC=O,molecule_177212
25528,Cc1ccc(C#N)nn1,molecule_113114
25529,CCc1nc(CC)c(C)[nH]1,molecule_176404
25530,CO[C@@H]1C[C@@H]1C(=O)O,molecule_253063
25531,CO[C@@H]1CCC[C@H](C)C1,molecule_252824
25532,CC(=O)O/C=C/C=C/C=O,molecule_249795
25533,CC(C)CCOCC(=O)O,molecule_246853
25534,CC(C)(C)C1=CCC(=O)O1,molecule_77951
25535,CN(N)C(=O)c1cnco1,molecule_238383
25536,NNC(=O)[C@@H]1CCC(=O)N1,molecule_243777
25537,C=C/C(C)=C(/C)CC,molecule_184044
25538,CC(C)CCCC1CCC1,molecule_22614
25539,O=C1CCOC12CCCC2,molecule_256220
25540,C1=Cc2ncncc2CO1,molecule_249594
25541,C=C/C=N/[C@@H](C)C(=O)O,molecule_186255
25542,C[C@]1(CO)CCNC1=O,molecule_241071
25543,CC(=O)NC=O,molecule_80447
25544,C=CC(=O)OCC(C)C,molecule_242677
25545,N[C@@H]1CC2CCC1CC2,molecule_79474
25546,CONCC(C)(C)C,molecule_239027
25547,Cc1c(C=O)[nH]ccc1=O,molecule_241627
25548,CNCc1ccc(O)cc1,molecule_285291
25549,C[C@@H]1CCCN1N=O,molecule_255089
25550,C=C(C)[C@H](O)C(=O)OCC,molecule_98054
25551,Nc1ccc(CO)cc1N,molecule_140957
25552,C=CC(=O)C1=CCCC1,molecule_255036
25553,CN1C(=O)CC[C@@H]1CN,molecule_256003
25554,C=CCC1(O)CCCCC1,molecule_243953
25555,NC1CNCCNC1,molecule_222714
25556,N#CC1(O)CCNCC1,molecule_113223
25557,CCN1C=CCN1C,molecule_115124
25558,CCC(=O)N1CCNC1=O,molecule_253428
25559,C=C=C(C)CC(C)=O,molecule_244479
25560,O=C1OC(=C2CC2)C12CC2,molecule_188349
25561,CC(C)(C)OC(CO)CO,molecule_256890
25562,CNCCC1OCCO1,molecule_193454
25563,C=C(C)C(=O)n1ccnn1,molecule_254193
25564,CC1(C)CCC(=O)N1O,molecule_283917
25565,CC(C)c1ccno1,molecule_49276
25566,CNC1CCCCCC1,molecule_43585
25567,CNCCC(C)(C)O,molecule_220724
25568,CC(=O)CC[C@@H]1C[C@@H]1C,molecule_176982
25569,COC(CC#CC=O)OC,molecule_119466
25570,CCC(C)(C)O,molecule_1096
25571,CC1=NNN=C(C)C1C,molecule_257306
25572,O=C1C=CCCC=CC1=O,molecule_277673
25573,C[C@@H]1CC(=O)N1CCO,molecule_215643
25574,N=c1nccnn1O,molecule_285147
25575,CC(=O)OC1=CC(=O)OC1,molecule_249239
25576,CCOCCC[C@H](C)O,molecule_141860
25577,CCCc1nc(N)no1,molecule_199141
25578,C=Cn1cnc(C)c1,molecule_119707
25579,CCOC(=O)n1ccnc1,molecule_76000
25580,C/C=C/C1CC1,molecule_245705
25581,O=CC[C@H](O)C(=O)CO,molecule_169050
25582,CCO[C@@H]1CCC=C(C)O1,molecule_252862
25583,NC(CCO)CCO,molecule_243897
25584,C#CC(=O)c1ccccc1,molecule_283814
25585,CC1(C)CCCCCC1=O,molecule_247013
25586,C[C@]1(O)CCC2CC1C2,molecule_105841
25587,CC(C)CC(C)(C)CO,molecule_5389
25588,Cc1ccc(C=O)cc1,molecule_3237
25589,C=C(C)COC(C)(C)CO,molecule_253175
25590,C=C1CC(=O)NC1=O,molecule_61357
25591,NCCOCC(N)=O,molecule_191726
25592,CCCc1ccc(C)cn1,molecule_73722
25593,C[C@](O)(CC(=O)O)C(=O)O,molecule_243303
25594,CC(C)OC(=O)CO,molecule_2962
25595,c1nncc2c1CCC2,molecule_246552
25596,CCN(CC)CC(C)(C)O,molecule_102498
25597,CCONC(C)C,molecule_115715
25598,CC/C(C)=C/CCO,molecule_25380
25599,CCO/C(C)=C\C(C)(C)C,molecule_135538
25600,C[C@H](N)C(C)(C)CO,molecule_252786
25601,CC1=C(C)C(=O)CC1=O,molecule_248721
25602,C[C@@H]1C[C@H](C)NC(=O)N1,molecule_251123
25603,CC1=NCC(C)(C)N=C1C,molecule_250764
25604,C[C@@H]1CC(C)(C)C(=O)N1,molecule_167621
25605,CCN(CC)C(=O)CNC,molecule_112039
25606,C[C@]12CC[C@H](C[C@@H]1O)C2,molecule_253261
25607,CCC[C@](C)(O)C(C)=O,molecule_250040
25608,OCc1cnc(CO)o1,molecule_207402
25609,Cc1ccc(C)[nH]1,molecule_12407
25610,CC(=O)Nc1nnn(C)n1,molecule_51162
25611,C[C@@H]1CC=CCN1,molecule_248009
25612,CCCCCCCC=O,molecule_5449
25613,CCC1=CC(=O)OC1=O,molecule_65441
25614,Cc1[nH]oc(=O)c1C(C)C,molecule_93685
25615,C=CCOc1cnccn1,molecule_182085
25616,Cc1ncnc(C)c1N,molecule_173650
25617,CCCCNCC(C)=O,molecule_203251
25618,O=Cc1ncccn1,molecule_90312
25619,O=C1NCCc2cncn21,molecule_247927
25620,CC1(C)CCC(=O)C[C@@H]1O,molecule_256555
25621,COCC(=N)N1CCCC1,molecule_235352
25622,CCc1ncc(O)cc1C,molecule_286336
25623,C#Cc1ccnn1C,molecule_284340
25624,COC1=NN(C)CC=C1,molecule_284990
25625,CN(C)C(C#N)C#N,molecule_76865
25626,CCCC/C=C/O,molecule_284522
25627,C=C[C@@H]1COC(C)(C)O1,molecule_254891
25628,CC(=O)[C@H](N)C(C)C,molecule_46714
25629,CN1C(=O)C=C(CO)C1=O,molecule_196886
25630,C[C@@H]1CN(C)[C@H](C)N1C,molecule_198751
25631,CCC1=CCNC1=O,molecule_238375
25632,CO[C@H](C)COC[C@H](C)O,molecule_244054
25633,C=C(C)COC[C@]1(C)CO1,molecule_246104
25634,O=C(O)c1ncccn1,molecule_52876
25635,CN1C[C@@H]2C[C@]2(C#N)C1,molecule_253592
25636,Cc1ccc2n1C(=O)NC2,molecule_158502
25637,C=CCc1ccc(C#N)o1,molecule_249995
25638,CC(=O)N/N=C/CC(C)C,molecule_253866
25639,COC(=O)CC1CC(=O)C1,molecule_228770
25640,CO[C@@H](C)C(=O)OC(C)C,molecule_223604
25641,C=C1[C@@H](C)CCC[C@H]1C,molecule_248991
25642,C=C(O)CCC(=C)O,molecule_285658
25643,C/C=C/CN(N)C/C=C/C,molecule_251463
25644,CCCNC1COC1,molecule_230358
25645,O=C/C=C1\CCOC1=O,molecule_254483
25646,O=C(NO)c1ccncc1,molecule_283868
25647,CC/C(C=C(C)C)=N\O,molecule_285651
25648,CC1=NCC2=NNNC2=N1,molecule_247419
25649,CCCCn1ccc(=O)[nH]1,molecule_200842
25650,O=CC1=CCC=CC1,molecule_254050
25651,N#Cc1cncc(C#N)n1,molecule_153565
25652,CC1=C(C)C[C@H](C=O)CC1,molecule_248635
25653,CO[C@H](C)OCC(C)=O,molecule_87745
25654,CCn1nc(N)cc1C,molecule_225314
25655,C=C1CC(CN)C1,molecule_69994
25656,C/N=C(\C)N(C)C(C)=O,molecule_199711
25657,NC1COCOC1,molecule_196821
25658,CN(C)CC#CCCO,molecule_181081
25659,CNC(N)=C1N=CC=N1,molecule_219001
25660,CO[C@H](CO)CCCCO,molecule_195106
25661,C=C1CC[C@@H]2CC[C@H]12,molecule_170171
25662,CC1(C)CNCC(C)(C)C1,molecule_244022
25663,CCc1cccnc1CO,molecule_179992
25664,CC1(C=O)OCCO1,molecule_251798
25665,CCCN(C)CCC(=O)O,molecule_233069
25666,Cc1[nH]nc2cncnc12,molecule_162033
25667,CCCCCCON,molecule_42231
25668,CCNc1nccnc1N,molecule_223029
25669,N=c1ccccn1N,molecule_43653
25670,CC1(C)CCC(C#N)CC1,molecule_87402
25671,CNC(=O)N(O)C(C)=O,molecule_285793
25672,C[C@H](N)N1CCNCC1,molecule_193057
25673,C/N=C(\C)C(=O)NC,molecule_253798
25674,O=C(O)C(=O)NCCO,molecule_45244
25675,C=NCc1ccco1,molecule_219878
25676,NCC1=NCCCN1,molecule_256878
25677,OCc1ccc(CO)[nH]1,molecule_246547
25678,C=C[C@@H]1CCCC[C@H]1O,molecule_246626
25679,C[C@@H]1CC(=O)NN=C1NN,molecule_195794
25680,COCC[C@H](N)C#N,molecule_86838
25681,COCNCCO,molecule_176956
25682,Nc1ccc2[nH]ncc2c1,molecule_248871
25683,COC1(OC)CCNCC1,molecule_47802
25684,Cc1n[nH]nc1C,molecule_76044
25685,O=C(O)NC1CC1,molecule_81858
25686,CCOC(=O)CON,molecule_37426
25687,COC(=O)OC1CCCC1,molecule_222710
25688,Cc1c(N)cncc1CO,molecule_236656
25689,CCCC#C/C=C/CCC,molecule_247564
25690,C=C[C@@H]1CCC(=O)C1,molecule_252493
25691,O=C1N=CN=C2N=CN=C12,molecule_250045
25692,C#C[C@](C)(N)CCC,molecule_284757
25693,COc1ncccc1CO,molecule_183859
25694,CCNNC(C)C,molecule_37322
25695,CN1CC[C@H](N)CN1C,molecule_197765
25696,Cc1cc(CO)oc1C,molecule_78955
25697,Cc1cccn(N)c1=O,molecule_145132
25698,COCC[C@H](C)CN,molecule_232446
25699,CO[C@@H]1CNCC[C@@H]1C,molecule_236435
25700,CO/N=C1/CNC[C@@H]1N,molecule_203464
25701,CCCN(CCC)C1CC1,molecule_217977
25702,C[C@@H]1CCC(=O)N1CO,molecule_256112
25703,Cc1cc(CO)c[nH]c1=O,molecule_241556
25704,CCC(=O)OC(C)(C)CC,molecule_251230
25705,COC1=CC=N[C@@H]1C,molecule_256148
25706,CC1=CC(=O)OCC1,molecule_244547
25707,CC(=O)NC1(C)CCCC1,molecule_251833
25708,CCc1c[nH]c(=O)c(C)c1,molecule_241494
25709,Cn1cccc2cccc1-2,molecule_244357
25710,NCc1nccnc1N,molecule_88466
25711,C=C(C)/C(=C/CC)CC,molecule_133864
25712,COC1=COCCC1,molecule_186351
25713,N#CC1=C(C(=O)O)CC1,molecule_252869
25714,CN(CCO)C1CCC1,molecule_236580
25715,CN1C[C@@H]2CNC[C@@H]2C1=O,molecule_237523
25716,CC(C)C1=CCCCC1,molecule_39548
25717,CC(C)C[C@H](ON)C(=O)O,molecule_91164
25718,C=C(C)OCCN(C)C,molecule_196738
25719,CC[C@H](C(=O)O)[C@@H]1CO1,molecule_183757
25720,CC[C@H](CC=O)C(=O)O,molecule_171159
25721,CON1C=CCC1=O,molecule_223129
25722,Cc1cc(O)cnc1C=O,molecule_286278
25723,CC(C)[C@H](N)C(N)=O,molecule_32071
25724,COCN(C)CCC(C)C,molecule_176344
25725,CCN1CC[C@H](O)[C@H](C)C1,molecule_245216
25726,C/C=C1/CCCN(C)C1=O,molecule_252539
25727,CC1(CO)CC1,molecule_30402
25728,COC1(C)CCCCC1,molecule_99434
25729,CCCCCCCC(N)=O,molecule_6822
25730,CCCCC1=CCCCO1,molecule_116434
25731,C[C@H](CC(=O)O)N=C(N)N,molecule_243084
25732,C[C@H](O)C1CCC1,molecule_57867
25733,CC(=O)C/C(C)=N/N,molecule_176237
25734,C1CC2=C(C1)CC2,molecule_247423
25735,CC(C)=CC1=NCCN1,molecule_219942
25736,C#CCOC(=O)/C=C/C=C,molecule_285044
25737,COc1ccnc(N)c1C,molecule_231339
25738,NNCCn1cccn1,molecule_231882
25739,CC(=O)NC(N)=O,molecule_7900
25740,C/C=C/Cn1cncn1,molecule_255343
25741,COC1CNCCCNC1,molecule_241848
25742,Cc1ccn(CCN)c1C,molecule_84418
25743,C#C[C@@H]1C[C@@H]1[C@@H]1C[C@@H]1C#C,molecule_255959
25744,c1cn2c(n1)CCCN2,molecule_253364
25745,COC(=O)n1ccnn1,molecule_186398
25746,CCCCCN(N)C(=N)N,molecule_198953
25747,C=Cc1ccn[nH]1,molecule_253640
25748,C[C@@H]1CCNC[C@@H]1CO,molecule_251890
25749,OCCCCCCNO,molecule_111991
25750,C=C1CN=NC1,molecule_247395
25751,Cc1cc(O)ccc1N,molecule_283756
25752,CO[C@@H]1COCO[C@@H](C)C1,molecule_120112
25753,C=CCCn1ccnn1,molecule_220546
25754,CC[C@H](C(C)=O)C(C)C,molecule_256505
25755,CCN(CC)C[C@H](C)ON,molecule_216370
25756,CC(C)[C@@H]1CNC(=O)C1,molecule_171932
25757,O=C(O)/C=C/C(O)O,molecule_252096
25758,CN(C)C(=O)c1ccn[nH]1,molecule_219221
25759,NCCCn1cccc1,molecule_133091
25760,C[C@H](N)c1ccn[nH]1,molecule_229723
25761,O=C1[C@@H]2CC[C@@H]2[C@@H]2C[C@H]12,molecule_75753
25762,Cc1ccnc(CC#N)c1,molecule_105606
25763,C=CN1CN(C)C=N1,molecule_256811
25764,COCc1ccc(N)cc1,molecule_154624
25765,CC/C=C(\C)COC(C)=O,molecule_244330
25766,Cc1cc(C=O)c(N)cn1,molecule_233696
25767,CN(CC#N)CC#N,molecule_46439
25768,CO/C=C/C1CCCCC1,molecule_146104
25769,CCCn1cc(CN)cn1,molecule_225751
25770,CCc1c[nH]c(C)c1CC,molecule_35056
25771,CN(C)C(N)=O,molecule_2193
25772,Cc1[nH]cnc1CN,molecule_147524
25773,CC[C@@H]1C=CC(=O)CC1,molecule_246125
25774,C1=CCON=C1,molecule_243032
25775,C=C1CC(C)(CN)C1,molecule_254832
25776,CC[C@H](C)CC(=O)N(C)C,molecule_209450
25777,COC[C@@H]1C[C@H](O)CN1,molecule_224307
25778,CC[C@@H]1C[C@@H]1CN,molecule_212672
25779,Cc1ccccc1C1C=C1,molecule_53784
25780,O=C1CCC(=O)C1=NO,molecule_284846
25781,C=C(O)CCCCCCC,molecule_283642
25782,CC[C@@H]1CCCCNC1=O,molecule_245777
25783,CC[C@@H](C)C(C)C,molecule_289416
25784,NCCc1nn[nH]n1,molecule_95550
25785,Cc1cn(C#N)cn1,molecule_179555
25786,CNCCn1ccnc1C,molecule_221778
25787,OCC[C@]1(CO)CCNC1,molecule_257330
25788,CC1(C(=O)O)C=CCC=C1,molecule_252865
25789,C1CCONC1,molecule_251478
25790,Cc1ncc(CN)c(=O)[nH]1,molecule_244293
25791,C=C(N)Cc1ccccc1,molecule_197274
25792,C1C[C@H]2C[C@H]2[C@H]2C[C@@H]12,molecule_6320
25793,C#CC=C,molecule_13725
25794,CC(C)=NCCN,molecule_255067
25795,OCc1ncc(O)cn1,molecule_285890
25796,C#CCN(C)CCOC,molecule_286029
25797,O=C1OCCCC12CC2,molecule_249488
25798,CC1(C)CC[C@@H]1C(=O)O,molecule_111080
25799,O=C(O)Cc1nncnn1,molecule_255456
25800,CC(C)CCN=C=O,molecule_23779
25801,NCC[C@@H]1CCOC1,molecule_214757
25802,CC1=CC(C)(C)CC(=O)C1,molecule_243127
25803,OC[C@H](O)[C@H](O)CO,molecule_5924
25804,CC(NC=O)NC=O,molecule_249153
25805,COC(=O)c1n[nH]nc1C,molecule_132517
25806,C=C(CCCC)C(C)=O,molecule_255680
25807,CCCN(CCC)C(C)=O,molecule_10877
25808,Nc1ncnc(N)n1,molecule_8720
25809,CCCC[C@H](N)CC(C)C,molecule_251048
25810,CC(C)c1nncn1N,molecule_215839
25811,CN(O)C1=CC(=O)CCC1,molecule_285961
25812,C[C@H](O)CC(=O)O,molecule_6003
25813,Cc1cc(CO)n(C)n1,molecule_126762
25814,CCCCC/C=C/C(C)=O,molecule_65868
25815,C[C@@H]1CC(C)(C)CCC1=O,molecule_244506
25816,CCO/C(=C/C#N)N(C)C,molecule_251173
25817,C=C(C)Cn1cccc1,molecule_208441
25818,CC(C)N1CC[C@H](O)C1,molecule_252281
25819,CNCc1nnnn1C,molecule_232468
